X,Text,favorited,favoriteCount,replyToSN,Date,truncated,replyToSID,id,replyToUID,statusSource,screen_name,retweetCount,isRetweet,retweeted,longitude,latitude,from_user,reply_to,users_mentioned,retweet_from,hashtags_used
49,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483974,FALSE,NA,975800631834431500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ouzhan_zerli,1330,TRUE,FALSE,NA,NA,ouzhan_zerli,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
50,"#IgorTudor: ""#Galatasaray transferi sözkonusu olduğunda içerden-dışardan herkes bana oraya gitmemem gerektiğini, G.… https://t.co/57UkKueN32",FALSE,0,sporbord,1521483973,TRUE,9.7579891970269594e+17,975800625559752700,2654728862,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",sporbord,0,FALSE,FALSE,NA,NA,sporbord,NA,character(0),NA,"c(""#IgorTudor"", ""#Galatasaray"")"
51,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483926,FALSE,NA,975800429736054800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",omerbalik5,1330,TRUE,FALSE,NA,NA,omerbalik5,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
52,NA,FALSE,0,NA,1521483916,FALSE,NA,975800386513551400,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",qphetoax81,6,TRUE,FALSE,NA,NA,qphetoax81,NA,NA,NA,character(0)
53,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483874,FALSE,NA,975800209929359400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UAhAruN1905,1330,TRUE,FALSE,NA,NA,UAhAruN1905,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
54,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483817,FALSE,NA,975799973580361700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",okan_geyik_,1330,TRUE,FALSE,NA,NA,okan_geyik_,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
55,"RT @akincakir_: Hagi den sonra Galatasaray'a gelmiş en iyi orta saha oyuncusu sizce hangisidir?
Hatırladığınız başka seçenek varsa yoruma y…",FALSE,0,NA,1521483784,FALSE,NA,975799832408358900,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marskelebegii,3,TRUE,FALSE,NA,NA,marskelebegii,NA,akincakir_,akincakir_,character(0)
56,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483772,FALSE,NA,975799784203223e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",canerutkun,1330,TRUE,FALSE,NA,NA,canerutkun,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
57,"RT @akincakir_: Zor soru: Hangisi?

#GalatasaraylılarTakipleşiyor
#Galatasaray
#Hedef21",FALSE,0,NA,1521483754,FALSE,NA,975799709737668600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marskelebegii,5,TRUE,FALSE,NA,NA,marskelebegii,NA,akincakir_,akincakir_,"c(""#GalatasaraylılarTakipleşiyor"", ""#Galatasaray"", ""#Hedef21"")"
58,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483739,FALSE,NA,975799643312459800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cansensess,1330,TRUE,FALSE,NA,NA,cansensess,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
59,NA,FALSE,0,NA,1521483727,FALSE,NA,975799595329564700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mer56644517,340,TRUE,FALSE,NA,NA,mer56644517,NA,NA,NA,character(0)
60,NA,FALSE,0,NA,1521483638,FALSE,NA,975799221159784400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thug_yong_pop,6,TRUE,FALSE,NA,NA,thug_yong_pop,NA,NA,NA,character(0)
61,RT @UAslanmedia: Herkes paylaşsın trt spora gelsin.yandaş medya akıllı ol. #Galatasaray https://t.co/j0K2vml0Ic,FALSE,0,NA,1521483636,FALSE,NA,975799214939738100,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",merttolga4,31,TRUE,FALSE,NA,NA,merttolga4,NA,UAslanmedia,UAslanmedia,#Galatasaray
62,"Unutursak kalbimiz kurusun 
@sneijder101010 
#GALATASARAY #ultraslan #Gomis #belhanda #Sneijder #wes10 https://t.co/KfvjBHVJjN",FALSE,3,NA,1521483622,FALSE,NA,975799155884019700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GalipPusat,0,FALSE,FALSE,NA,NA,GalipPusat,NA,sneijder101010,NA,"c(""#GALATASARAY"", ""#ultraslan"", ""#Gomis"", ""#belhanda"", ""#Sneijder"", ""#wes10"")"
63,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483610,FALSE,NA,975799104981884900,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OmerKabak4,1330,TRUE,FALSE,NA,NA,OmerKabak4,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
64,"RT @BuChoCukCokFena: Günaydın #Galatasaray Ailesi

#Hedef21 

#ŞampiyonCimbomYazdıracağız 

#GalatasarayAilesiTakiplesiyor 

⭐️⭐️⭐️⭐️❤️❤️❤️…",FALSE,0,NA,1521483599,FALSE,NA,975799059725324300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Aslan78951476,1,TRUE,FALSE,NA,NA,Aslan78951476,NA,BuChoCukCokFena,BuChoCukCokFena,"c(""#Galatasaray"", ""#Hedef21"", ""#ŞampiyonCimbomYazdıracağız"", ""#GalatasarayAilesiTakiplesiyor"")"
65,"84 ülkede yayınlanan bir #dünya #derbisi (mi?)… #Mustafa #Doğan, #Fenerbahçe- #Galatasaray derbisindeki yayıncılık… https://t.co/rY6lMLTphm",FALSE,0,NA,1521483557,TRUE,NA,975798881945571300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Futbolmedya,0,FALSE,FALSE,NA,NA,Futbolmedya,NA,character(0),NA,"c(""#dünya"", ""#derbisi"", ""#Mustafa"", ""#Doğan"", ""#Fenerbahçe"", ""#Galatasaray"")"
66,"Hayırlı Geceler 
#Galatasaray Ailesi 
@BafGomis https://t.co/AckITPNgkM",FALSE,3,NA,1521483535,FALSE,NA,975798790757212200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LION_FERHAT1905,0,FALSE,FALSE,NA,NA,LION_FERHAT1905,NA,BafGomis,NA,#Galatasaray
67,"RT @BalkeseOzgur: #realişçilerikazanacak REAL DİRENİŞÇİLERİNDEN ÇANAKKALE TÜRKÜSÜ https://t.co/VcYAx2xiti 
#EnesÜnal #Risusbet10TLBonus #Af…",FALSE,0,NA,1521483497,FALSE,NA,975798628840362e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mehmet01kacmaz,3,TRUE,FALSE,NA,NA,mehmet01kacmaz,NA,BalkeseOzgur,BalkeseOzgur,"c(""#realişçilerikazanacak"", ""#EnesÜnal"", ""#Risusbet10TLBonus"")"
68,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483476,FALSE,NA,975798541808488400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emirjan0,1330,TRUE,FALSE,NA,NA,emirjan0,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
69,RT @beINSPORTS_TR: Fatih Terimli #Galatasaray'ın 26. haftalar itibariyle topladığı puanlar ve şampiyonlukları... #beinfinal https://t.co/gV…,FALSE,0,NA,1521483354,FALSE,NA,975798032078950400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",denl1_velat,18,TRUE,FALSE,NA,NA,denl1_velat,NA,beINSPORTS_TR,beINSPORTS_TR,"c(""#Galatasaray'ın"", ""#beinfinal"")"
70,"RT @someratr: 17 Mart Cumartesi #SomeraReyting sıralaması:
1.#Fenerbahçe - #Galatasaray
2.#Survivor2018
3.#FaziletHanımveKızları
4.#SiyahBe…",FALSE,0,NA,1521483314,FALSE,NA,975797863828672500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sara87212655,190,TRUE,FALSE,NA,NA,Sara87212655,NA,someratr,someratr,"c(""#SomeraReyting"", ""#Fenerbahçe"", ""#Galatasaray"", ""#Survivor2018"", ""#FaziletHanımveKızlar"")"
71,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521483247,FALSE,NA,975797580960497700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",semayaman1905,1330,TRUE,FALSE,NA,NA,semayaman1905,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
72,RT @UltrasTifo: Derby! #fenerbahce #galatasaray #ultrastifo #ultras #tifo see more here:  | Fenerbahce - Galatasaray 17.03.2018 https://t.c…,FALSE,0,NA,1521483188,FALSE,NA,975797334884921300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alps1907,27,TRUE,FALSE,NA,NA,alps1907,NA,UltrasTifo,UltrasTifo,"c(""#fenerbahce"", ""#galatasaray"", ""#ultrastifo"", ""#ultras"", ""#tifo"")"
73,NA,FALSE,1,NA,1521483114,FALSE,NA,975797024170836e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ekiciihalil,0,FALSE,FALSE,NA,NA,ekiciihalil,NA,NA,NA,character(0)
74,NA,FALSE,1,NA,1521482927,FALSE,NA,975796239966064600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tcenkkaboglu,0,FALSE,FALSE,NA,NA,tcenkkaboglu,NA,NA,NA,character(0)
75,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482882,FALSE,NA,975796051696410600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BurakBaduur,1330,TRUE,FALSE,NA,NA,BurakBaduur,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
76,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482792,FALSE,NA,975795671742799900,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ahmet96681926,1330,TRUE,FALSE,NA,NA,ahmet96681926,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
77,"RT @akincakir_: Zor soru: Hangisi?

#GalatasaraylılarTakipleşiyor
#Galatasaray
#Hedef21",FALSE,0,NA,1521482746,FALSE,NA,975795477953335300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",trollezers,5,TRUE,FALSE,NA,NA,trollezers,NA,akincakir_,akincakir_,"c(""#GalatasaraylılarTakipleşiyor"", ""#Galatasaray"", ""#Hedef21"")"
78,RT @UAslanmedia: Herkes paylaşsın trt spora gelsin.yandaş medya akıllı ol. #Galatasaray https://t.co/j0K2vml0Ic,FALSE,0,NA,1521482733,FALSE,NA,975795423523868700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wesleyfacee,31,TRUE,FALSE,NA,NA,wesleyfacee,NA,UAslanmedia,UAslanmedia,#Galatasaray
79,"RT @akincakir_: Hagi den sonra Galatasaray'a gelmiş en iyi orta saha oyuncusu sizce hangisidir?
Hatırladığınız başka seçenek varsa yoruma y…",FALSE,0,NA,1521482716,FALSE,NA,975795353445429200,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AslanKral525555,3,TRUE,FALSE,NA,NA,AslanKral525555,NA,akincakir_,akincakir_,character(0)
80,"RT @akincakir_: Zor soru: Hangisi?

#GalatasaraylılarTakipleşiyor
#Galatasaray
#Hedef21",FALSE,0,NA,1521482694,FALSE,NA,975795262823321600,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AslanKral525555,5,TRUE,FALSE,NA,NA,AslanKral525555,NA,akincakir_,akincakir_,"c(""#GalatasaraylılarTakipleşiyor"", ""#Galatasaray"", ""#Hedef21"")"
81,"RT @HOUS__OF__LIONS: 2018 SEZONU ŞAMPİYONU GALATASARAY TARAFTARLARI'NIN TAKİPLEŞME TWİT'İ ;

#GalatasaraylılarTakiplesiyor
#GalatasarayAile…",FALSE,0,NA,1521482678,FALSE,NA,975795196825931800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",smail64256549,456,TRUE,FALSE,NA,NA,smail64256549,NA,HOUS__OF__LIONS,HOUS__OF__LIONS,#GalatasaraylılarTakiplesiyor
82,#GALATASARAY ‘ı karıştırmak için daha neler yapmayı düşünüyorsunuz #TRTspor #ErsinDüzen #TudorStadyumda,FALSE,1,NA,1521482633,FALSE,NA,975795005175615500,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OzanR,0,FALSE,FALSE,NA,NA,OzanR,NA,character(0),NA,"c(""#GALATASARAY"", ""#TRTspor"", ""#ErsinDüzen"", ""#TudorStadyumda"")"
83,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482619,FALSE,NA,975794947650617300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ndmtmr,1330,TRUE,FALSE,NA,NA,ndmtmr,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
84,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482594,FALSE,NA,975794844026142700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sinan8969,1330,TRUE,FALSE,NA,NA,sinan8969,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
85,"Zor soru: Hangisi?

#GalatasaraylılarTakipleşiyor
#Galatasaray
#Hedef21",FALSE,19,NA,1521482575,FALSE,NA,975794762048565200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akincakir_,5,FALSE,FALSE,NA,NA,akincakir_,NA,character(0),NA,"c(""#GalatasaraylılarTakipleşiyor"", ""#Galatasaray"", ""#Hedef21"")"
86,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482537,FALSE,NA,975794603025629200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coskun_soylemez,1330,TRUE,FALSE,NA,NA,coskun_soylemez,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
87,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482477,FALSE,NA,975794350646087700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mmtbey1881,1330,TRUE,FALSE,NA,NA,mmtbey1881,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
88,"RT @Anketcibey2: BÜYÜK ANKET 
BÖYLE BİR POTA OLSA KİMİ DESTEKLERDİNİZ?
 #survivor2018 #AdemKılıccı #hilmicemintepe #MuratCeylan #survivoral…",FALSE,0,NA,1521482474,FALSE,NA,975794340785197e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BKFCfan,49,TRUE,FALSE,NA,NA,BKFCfan,NA,Anketcibey2,Anketcibey2,"c(""#survivor2018"", ""#AdemKılıcc"", ""#hilmicemintepe"", ""#MuratCeylan"")"
89,Fatih Terimli #Galatasaray'ın 26. haftalar itibariyle topladığı puanlar ve şampiyonlukları... #beinfinal https://t.co/AQAUn7nlcg,FALSE,0,NA,1521482415,FALSE,NA,975794092033695700,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",betuss90,0,FALSE,FALSE,NA,NA,betuss90,NA,character(0),NA,"c(""#Galatasaray'ın"", ""#beinfinal"")"
90,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521482369,FALSE,NA,975793898705621e3,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Kemalist1923Ata,1330,TRUE,FALSE,NA,NA,Kemalist1923Ata,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
91,RT @beINSPORTS_TR: Fatih Terimli #Galatasaray'ın 26. haftalar itibariyle topladığı puanlar ve şampiyonlukları... #beinfinal https://t.co/gV…,FALSE,0,NA,1521482275,FALSE,NA,975793504222941200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ofbayrak4,18,TRUE,FALSE,NA,NA,Ofbayrak4,NA,beINSPORTS_TR,beINSPORTS_TR,"c(""#Galatasaray'ın"", ""#beinfinal"")"
92,"Hagi den sonra Galatasaray'a gelmiş en iyi orta saha oyuncusu sizce hangisidir?
Hatırladığınız başka seçenek varsa… https://t.co/GwDeJhl76G",FALSE,19,NA,1521482159,TRUE,NA,975793019218808800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akincakir_,3,FALSE,FALSE,NA,NA,akincakir_,NA,character(0),NA,character(0)
93,RT @GalatasaraySK: Günaydın #Galatasaray Ailesi https://t.co/BB0LWOhbg8,FALSE,0,NA,1521481991,FALSE,NA,975792314261164e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlihanT1905,1330,TRUE,FALSE,NA,NA,AlihanT1905,NA,GalatasaraySK,GalatasaraySK,#Galatasaray
94,RT @AslanArenasi: #Galatasaray #FatihTerim https://t.co/5hmfNnukEg,FALSE,0,NA,1521481915,FALSE,NA,975791994344824800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",habibeylmaz05,6,TRUE,FALSE,NA,NA,habibeylmaz05,NA,AslanArenasi,AslanArenasi,"c(""#Galatasaray"", ""#FatihTerim"")"
95,RT @sanliarma: Yalan dünyanınızın Gerçeklerinin Adıdır #Galatasaray https://t.co/kFZuyj6gml,FALSE,0,NA,1521481913,FALSE,NA,975791984781774800,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yesilberkayy,2,TRUE,FALSE,NA,NA,yesilberkayy,NA,sanliarma,sanliarma,#Galatasaray
96,RT @AslanArenasi: #Galatasaray #FatihTerim https://t.co/qXXEMzIw9L,FALSE,0,NA,1521481911,FALSE,NA,975791976342794200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",habibeylmaz05,2,TRUE,FALSE,NA,NA,habibeylmaz05,NA,AslanArenasi,AslanArenasi,"c(""#Galatasaray"", ""#FatihTerim"")"
97,RT @AslanKral525555: Takip listemdeki sarı kırmızı renklere gönül vermiş koyu Galatasaraylı @akincakir_ renktaşlarına samimiyetle ve memnun…,FALSE,0,NA,1521481747,FALSE,NA,975791290926366700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GuneyliIzzet,6,TRUE,FALSE,NA,NA,GuneyliIzzet,NA,"c(""AslanKral525555"", ""akincakir_"")",AslanKral525555,character(0)
98,RT @ArmaPesindeyiz: Günaydın Muhteşem #Galatasaray Ailesi! https://t.co/ePTcodB6aM,FALSE,0,NA,1521481703,FALSE,NA,975791107106902e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",habibeylmaz05,14,TRUE,FALSE,NA,NA,habibeylmaz05,NA,ArmaPesindeyiz,ArmaPesindeyiz,#Galatasaray
99,RT @Gsbiletkoleksyn: Bizce imkansız Yoktur Biz o kadar Büyük Bir Takımız ki Her gün Koleksiyondaki eksikleri Tamamlanıyor Bu gün 2 Bilet da…,FALSE,0,NA,1521481681,FALSE,NA,975791014786097200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",prekazi_tugay,1,TRUE,FALSE,NA,NA,prekazi_tugay,NA,Gsbiletkoleksyn,Gsbiletkoleksyn,character(0)
100,Report: #Galatasaray want to sign #Inter full-back Yuto #Nagatomo on permanent deal https://t.co/z4I1CELgr9 https://t.co/SwpWXxYM57,FALSE,4,NA,1521481570,FALSE,NA,975790546168856600,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",CmdotCom_En,1,FALSE,FALSE,NA,NA,CmdotCom_En,NA,character(0),NA,"c(""#Galatasaray"", ""#Inter"", ""#Nagatomo"")"
